horizon,stop_rewards,continue_reward,batch_size,stop_probability,estimator,num_seeds,timestep,credit_bias,credit_variance,step_count
5,0|2|1|3|0,0,2,0.65,turn_loo,200,1,1.23238602941,1.10467128028,136
5,0|2|1|3|0,0,2,0.65,turn_loo,200,2,1.13816037736,0.73264506942,53
5,0|2|1|3|0,0,2,0.65,turn_loo,200,3,1.95,2.25,14
5,0|2|1|3|0,0,2,0.65,turn_loo,200,4,0,0,7
5,0|2|1|3|0,0,2,0.8,oracle_advantage,200,0,0,0.5813853184,400
5,0|2|1|3|0,0,2,0.8,oracle_advantage,200,1,0,0.0925213628989,86
5,0|2|1|3|0,0,2,0.8,oracle_advantage,200,2,0,0.2499,20
5,0|2|1|3|0,0,2,0.8,oracle_advantage,200,3,0,0,3
5,0|2|1|3|0,0,2,0.8,batch_centered_broadcast,200,0,-0.02784,1.2,400
5,0|2|1|3|0,0,2,0.8,batch_centered_broadcast,200,1,1.47693023256,0.712952947539,86
5,0|2|1|3|0,0,2,0.8,batch_centered_broadcast,200,2,1.07,0.4,20
5,0|2|1|3|0,0,2,0.8,batch_centered_broadcast,200,3,1.06666666667,0.888888888889,3
5,0|2|1|3|0,0,2,0.8,turn_loo,200,0,-0.02784,1.2,400
5,0|2|1|3|0,0,2,0.8,turn_loo,200,1,1.47693023256,0.712952947539,86
5,0|2|1|3|0,0,2,0.8,turn_loo,200,2,1.37,0.51,20
5,0|2|1|3|0,0,2,0.8,turn_loo,200,3,2.4,0,3
5,0|2|1|3|0,0,4,0.2,oracle_advantage,200,0,0,0.1516657776,800
5,0|2|1|3|0,0,4,0.2,oracle_advantage,200,1,0,0.264790768508,626
5,0|2|1|3|0,0,4,0.2,oracle_advantage,200,2,0,0.0278090635747,509
5,0|2|1|3|0,0,4,0.2,oracle_advantage,200,3,0,1.44,395
5,0|2|1|3|0,0,4,0.2,oracle_advantage,200,4,0,0,316
5,0|2|1|3|0,0,4,0.2,batch_centered_broadcast,200,0,0.01652,1.46722222222,800
5,0|2|1|3|0,0,4,0.2,batch_centered_broadcast,200,1,0.239335463259,1.53979802001,626
5,0|2|1|3|0,0,4,0.2,batch_centered_broadcast,200,2,-0.0154813359528,1.53085371413,509
5,0|2|1|3|0,0,4,0.2,batch_centered_broadcast,200,3,-0.0995780590717,1.85618828891,395
5,0|2|1|3|0,0,4,0.2,batch_centered_broadcast,200,4,-0.715189873418,0.347856468871,316
5,0|2|1|3|0,0,4,0.2,turn_loo,200,0,0.01652,1.46722222222,800
5,0|2|1|3|0,0,4,0.2,turn_loo,200,1,0.0284728434505,1.7389590925,626
5,0|2|1|3|0,0,4,0.2,turn_loo,200,2,0.0355992141454,1.90027207278,509
5,0|2|1|3|0,0,4,0.2,turn_loo,200,3,0.0987341772152,2.40417561288,395
5,0|2|1|3|0,0,4,0.2,turn_loo,200,4,0,0,316
5,0|2|1|3|0,0,4,0.35,oracle_advantage,200,0,0,0.442924175181,800
5,0|2|1|3|0,0,4,0.35,oracle_advantage,200,1,0,0.198948479774,496
5,0|2|1|3|0,0,4,0.35,oracle_advantage,200,2,0,0.000548945375879,344
5,0|2|1|3|0,0,4,0.35,oracle_advantage,200,3,0,2.21237737812,232
5,0|2|1|3|0,0,4,0.35,oracle_advantage,200,4,0,0,131
5,0|2|1|3|0,0,4,0.35,batch_centered_broadcast,200,0,0.04113375,1.65055555556,800
5,0|2|1|3|0,0,4,0.35,batch_centered_broadcast,200,1,0.61740188172,1.54899410336,496
5,0|2|1|3|0,0,4,0.35,batch_centered_broadcast,200,2,0.331143410853,1.86660112824,344
5,0|2|1|3|0,0,4,0.35,batch_centered_broadcast,200,3,0.166379310345,2.53516811996,232
5,0|2|1|3|0,0,4,0.35,batch_centered_broadcast,200,4,-0.860050890585,0.405350633542,131
5,0|2|1|3|0,0,4,0.35,turn_loo,200,0,0.04113375,1.65055555556,800
5,0|2|1|3|0,0,4,0.35,turn_loo,200,1,0.126810483871,1.95441127587,496
5,0|2|1|3|0,0,4,0.35,turn_loo,200,2,0.237151162791,2.65635703984,344
5,0|2|1|3|0,0,4,0.35,turn_loo,200,3,0.287068965517,3.48736623068,232
5,0|2|1|3|0,0,4,0.35,turn_loo,200,4,0,0,131
5,0|2|1|3|0,0,4,0.5,oracle_advantage,200,0,0,0.659562109375,800
5,0|2|1|3|0,0,4,0.5,oracle_advantage,200,1,0,0.138289719285,388
5,0|2|1|3|0,0,4,0.5,oracle_advantage,200,2,0,0.0624674214466,219
5,0|2|1|3|0,0,4,0.5,oracle_advantage,200,3,0,2.23408157918,107
5,0|2|1|3|0,0,4,0.5,oracle_advantage,200,4,0,0,49
5,0|2|1|3|0,0,4,0.5,batch_centered_broadcast,200,0,0.024375,1.40777777778,800
5,0|2|1|3|0,0,4,0.5,batch_centered_broadcast,200,1,0.899699312715,1.16720028696,388
5,0|2|1|3|0,0,4,0.5,batch_centered_broadcast,200,2,0.596270928463,1.63905858695,219
5,0|2|1|3|0,0,4,0.5,batch_centered_broadcast,200,3,0.749221183801,2.86090003009,107
5,0|2|1|3|0,0,4,0.5,batch_centered_broadcast,200,4,-0.857142857143,0.308390022676,49
5,0|2|1|3|0,0,4,0.5,turn_loo,200,0,0.024375,1.40777777778,800
5,0|2|1|3|0,0,4,0.5,turn_loo,200,1,0.324097938144,1.62540962554,388
5,0|2|1|3|0,0,4,0.5,turn_loo,200,2,0.567351598174,2.37633702383,219
5,0|2|1|3|0,0,4,0.5,turn_loo,200,3,1.02336448598,3.59913529566,107
5,0|2|1|3|0,0,4,0.5,turn_loo,200,4,0,0,49
5,0|2|1|3|0,0,4,0.65,oracle_advantage,200,0,0,0.707458784758,800
5,0|2|1|3|0,0,4,0.65,oracle_advantage,200,1,0,0.105110780369,278
5,0|2|1|3|0,0,4,0.65,oracle_advantage,200,2,0,0.179359425062,106
5,0|2|1|3|0,0,4,0.65,oracle_advantage,200,3,0,2.03329369798,29
5,0|2|1|3|0,0,4,0.65,oracle_advantage,200,4,0,0,10
5,0|2|1|3|0,0,4,0.65,batch_centered_broadcast,200,0,0.0044159375,1.09888888889,800
5,0|2|1|3|0,0,4,0.65,batch_centered_broadcast,200,1,1.16237619904,0.631460299386,278
5,0|2|1|3|0,0,4,0.65,batch_centered_broadcast,200,2,0.789575471698,1.02262568728,106
5,0|2|1|3|0,0,4,0.65,batch_centered_broadcast,200,3,1.40977011494,2.42832606685,29
5,0|2|1|3|0,0,4,0.65,batch_centered_broadcast,200,4,-0.6,0.262222222222,10
5,0|2|1|3|0,0,4,0.65,turn_loo,200,0,0.0044159375,1.09888888889,800
5,0|2|1|3|0,0,4,0.65,turn_loo,200,1,0.459738309353,1.22567701235,278
5,0|2|1|3|0,0,4,0.65,turn_loo,200,2,0.865047169811,1.39088643645,106
5,0|2|1|3|0,0,4,0.65,turn_loo,200,3,1.63965517241,2.84661117717,29
5,0|2|1|3|0,0,4,0.65,turn_loo,200,4,0,0,10
5,0|2|1|3|0,0,4,0.8,oracle_advantage,200,0,0,0.5838343104,800
5,0|2|1|3|0,0,4,0.8,oracle_advantage,200,1,0,0.0905195095058,173
5,0|2|1|3|0,0,4,0.8,oracle_advantage,200,2,0,0.180407626561,39
5,0|2|1|3|0,0,4,0.8,oracle_advantage,200,3,0,0,4
5,0|2|1|3|0,0,4,0.8,batch_centered_broadcast,200,0,-0.03016,0.797222222222,800
5,0|2|1|3|0,0,4,0.8,batch_centered_broadcast,200,1,1.42871676301,0.399968815085,173
5,0|2|1|3|0,0,4,0.8,batch_centered_broadcast,200,2,0.931282051282,0.64738110892,39
5,0|2|1|3|0,0,4,0.8,batch_centered_broadcast,200,3,2.06666666667,0.111111111111,4
5,0|2|1|3|0,0,4,0.8,turn_loo,200,0,-0.03016,0.797222222222,800
5,0|2|1|3|0,0,4,0.8,turn_loo,200,1,0.862242774566,1.0697335546,173
5,0|2|1|3|0,0,4,0.8,turn_loo,200,2,1.18769230769,0.561472715319,39
5,0|2|1|3|0,0,4,0.8,turn_loo,200,3,2.4,0,4
5,0|2|1|3|0,0,8,0.2,oracle_advantage,200,0,0,0.1538514975,1600
5,0|2|1|3|0,0,8,0.2,oracle_advantage,200,1,0,0.273705266947,1245
5,0|2|1|3|0,0,8,0.2,oracle_advantage,200,2,0,0.0258480245099,1002
5,0|2|1|3|0,0,8,0.2,oracle_advantage,200,3,0,1.46148267312,799
5,0|2|1|3|0,0,8,0.2,oracle_advantage,200,4,0,0,636
5,0|2|1|3|0,0,8,0.2,batch_centered_broadcast,200,0,0.02065,1.25367346939,1600
5,0|2|1|3|0,0,8,0.2,batch_centered_broadcast,200,1,0.210033275961,1.37609011573,1245
5,0|2|1|3|0,0,8,0.2,batch_centered_broadcast,200,2,-0.0436669518107,1.35850294198,1002
5,0|2|1|3|0,0,8,0.2,batch_centered_broadcast,200,3,-0.13395315573,1.63019762801,799
5,0|2|1|3|0,0,8,0.2,batch_centered_broadcast,200,4,-0.733827493261,0.168691408568,636
5,0|2|1|3|0,0,8,0.2,turn_loo,200,0,0.02065,1.25367346939,1600
5,0|2|1|3|0,0,8,0.2,turn_loo,200,1,0.00636144578313,1.44611474469,1245
5,0|2|1|3|0,0,8,0.2,turn_loo,200,2,-0.0010379241517,1.50825772491,1002
5,0|2|1|3|0,0,8,0.2,turn_loo,200,3,-0.00826032540676,1.88663260351,799
5,0|2|1|3|0,0,8,0.2,turn_loo,200,4,0,0,636
5,0|2|1|3|0,0,8,0.35,oracle_advantage,200,0,0,0.436364794324,1600
5,0|2|1|3|0,0,8,0.35,oracle_advantage,200,1,0,0.206451186331,1014
5,0|2|1|3|0,0,8,0.35,oracle_advantage,200,2,0,0.000563857245435,681
5,0|2|1|3|0,0,8,0.35,oracle_advantage,200,3,0,2.11621098149,447
5,0|2|1|3|0,0,8,0.35,oracle_advantage,200,4,0,0,278
5,0|2|1|3|0,0,8,0.35,batch_centered_broadcast,200,0,0.02228078125,1.3162244898,1600
5,0|2|1|3|0,0,8,0.35,batch_centered_broadcast,200,1,0.535688609467,1.25227684295,1014
5,0|2|1|3|0,0,8,0.35,batch_centered_broadcast,200,2,0.234419446193,1.54497559858,681
5,0|2|1|3|0,0,8,0.35,batch_centered_broadcast,200,3,0.17016618728,2.2619967375,447
5,0|2|1|3|0,0,8,0.35,batch_centered_broadcast,200,4,-0.876670092497,0.147614576082,278
5,0|2|1|3|0,0,8,0.35,turn_loo,200,0,0.02228078125,1.3162244898,1600
5,0|2|1|3|0,0,8,0.35,turn_loo,200,1,0.0218819033531,1.3605778066,1014
5,0|2|1|3|0,0,8,0.35,turn_loo,200,2,0.0202386196769,1.95449497334,681
5,0|2|1|3|0,0,8,0.35,turn_loo,200,3,0.0298657718121,3.27368279207,447
5,0|2|1|3|0,0,8,0.35,turn_loo,200,4,0,0,278
5,0|2|1|3|0,0,8,0.5,oracle_advantage,200,0,0,0.659032952881,1600
5,0|2|1|3|0,0,8,0.5,oracle_advantage,200,1,0,0.140297753315,767
5,0|2|1|3|0,0,8,0.5,oracle_advantage,200,2,0,0.0624938120344,402
5,0|2|1|3|0,0,8,0.5,oracle_advantage,200,3,0,2.23422067995,203
5,0|2|1|3|0,0,8,0.5,oracle_advantage,200,4,0,0,93
5,0|2|1|3|0,0,8,0.5,batch_centered_broadcast,200,0,0.033515625,1.1856122449,1600
5,0|2|1|3|0,0,8,0.5,batch_centered_broadcast,200,1,0.880075433042,0.889527675919,767
5,0|2|1|3|0,0,8,0.5,batch_centered_broadcast,200,2,0.571783937456,1.38013203351,402
5,0|2|1|3|0,0,8,0.5,batch_centered_broadcast,200,3,0.764602392681,2.37962382895,203
5,0|2|1|3|0,0,8,0.5,batch_centered_broadcast,200,4,-0.741935483871,0.10325129011,93
5,0|2|1|3|0,0,8,0.5,turn_loo,200,0,0.033515625,1.1856122449,1600
5,0|2|1|3|0,0,8,0.5,turn_loo,200,1,0.0415580182529,1.06083994998,767
5,0|2|1|3|0,0,8,0.5,turn_loo,200,2,0.18407960199,2.20662442349,402
5,0|2|1|3|0,0,8,0.5,turn_loo,200,3,0.672413793103,3.76708971341,203
5,0|2|1|3|0,0,8,0.5,turn_loo,200,4,0,0,93
5,0|2|1|3|0,0,8,0.65,oracle_advantage,200,0,0,0.706862800604,1600
5,0|2|1|3|0,0,8,0.65,oracle_advantage,200,1,0,0.102701059167,555
5,0|2|1|3|0,0,8,0.65,oracle_advantage,200,2,0,0.19954275,200
5,0|2|1|3|0,0,8,0.65,oracle_advantage,200,3,0,2.0826446281,66
5,0|2|1|3|0,0,8,0.65,oracle_advantage,200,4,0,0,24
5,0|2|1|3|0,0,8,0.65,batch_centered_broadcast,200,0,0.005519921875,0.968979591837,1600
5,0|2|1|3|0,0,8,0.65,batch_centered_broadcast,200,1,1.16161309524,0.542459547247,555
5,0|2|1|3|0,0,8,0.65,batch_centered_broadcast,200,2,0.779714285714,1.06529336735,200
5,0|2|1|3|0,0,8,0.65,batch_centered_broadcast,200,3,1.39372294372,2.46643147617,66
5,0|2|1|3|0,0,8,0.65,batch_centered_broadcast,200,4,-0.672619047619,0.118161848073,24
5,0|2|1|3|0,0,8,0.65,turn_loo,200,0,0.005519921875,0.968979591837,1600
5,0|2|1|3|0,0,8,0.65,turn_loo,200,1,0.115023648649,0.804844168493,555
5,0|2|1|3|0,0,8,0.65,turn_loo,200,2,0.554,1.828775,200
5,0|2|1|3|0,0,8,0.65,turn_loo,200,3,1.67727272727,2.98140495868,66
5,0|2|1|3|0,0,8,0.65,turn_loo,200,4,0,0,24
5,0|2|1|3|0,0,8,0.8,oracle_advantage,200,0,0,0.5739737536,1600
5,0|2|1|3|0,0,8,0.8,oracle_advantage,200,1,0,0.0936572248871,338
5,0|2|1|3|0,0,8,0.8,oracle_advantage,200,2,0,0.214375,80
5,0|2|1|3|0,0,8,0.8,oracle_advantage,200,3,0,1.44,10
5,0|2|1|3|0,0,8,0.8,oracle_advantage,200,4,0,0,2
5,0|2|1|3|0,0,8,0.8,batch_centered_broadcast,200,0,-0.02088,0.671632653061,1600
5,0|2|1|3|0,0,8,0.8,batch_centered_broadcast,200,1,1.44864581572,0.296481965918,338
5,0|2|1|3|0,0,8,0.8,batch_centered_broadcast,200,2,0.897857142857,0.472397959184,80
5,0|2|1|3|0,0,8,0.8,batch_centered_broadcast,200,3,1.98571428571,1.52020408163,10
5,0|2|1|3|0,0,8,0.8,batch_centered_broadcast,200,4,-0.428571428571,0.0204081632653,2
5,0|2|1|3|0,0,8,0.8,turn_loo,200,0,-0.02088,0.671632653061,1600
5,0|2|1|3|0,0,8,0.8,turn_loo,200,1,0.381443786982,0.839231770985,338
5,0|2|1|3|0,0,8,0.8,turn_loo,200,2,0.7925,0.88984375,80
5,0|2|1|3|0,0,8,0.8,turn_loo,200,3,2.4,1.44,10
5,0|2|1|3|0,0,8,0.8,turn_loo,200,4,0,0,2
5,0|2|1|3|0,0,32,0.2,oracle_advantage,200,0,0,0.145725015975,6400
5,0|2|1|3|0,0,32,0.2,oracle_advantage,200,1,0,0.282790082645,5082
5,0|2|1|3|0,0,32,0.2,oracle_advantage,200,2,0,0.0254763545964,4046
5,0|2|1|3|0,0,32,0.2,oracle_advantage,200,3,0,1.45591121466,3242
5,0|2|1|3|0,0,32,0.2,oracle_advantage,200,4,0,0,2584
5,0|2|1|3|0,0,32,0.2,batch_centered_broadcast,200,0,0.005605,1.15712799168,6400
5,0|2|1|3|0,0,32,0.2,batch_centered_broadcast,200,1,0.189530207818,1.26320300863,5082
5,0|2|1|3|0,0,32,0.2,batch_centered_broadcast,200,2,-0.0737528104221,1.22171750136,4046
5,0|2|1|3|0,0,32,0.2,batch_centered_broadcast,200,3,-0.161586834093,1.48437208915,3242
5,0|2|1|3|0,0,32,0.2,batch_centered_broadcast,200,4,-0.759250474383,0.0395673154548,2584
5,0|2|1|3|0,0,32,0.2,turn_loo,200,0,0.005605,1.15712799168,6400
5,0|2|1|3|0,0,32,0.2,turn_loo,200,1,-0.00509090909091,1.27817520837,5082
5,0|2|1|3|0,0,32,0.2,turn_loo,200,2,0.000514087988136,1.24874539655,4046
5,0|2|1|3|0,0,32,0.2,turn_loo,200,3,-0.00888340530537,1.54442302702,3242
5,0|2|1|3|0,0,32,0.2,turn_loo,200,4,0,0,2584
5,0|2|1|3|0,0,32,0.35,oracle_advantage,200,0,0,0.431904193195,6400
5,0|2|1|3|0,0,32,0.35,oracle_advantage,200,1,0,0.212688987586,4111
5,0|2|1|3|0,0,32,0.35,oracle_advantage,200,2,0,0.000567169545045,2676
5,0|2|1|3|0,0,32,0.35,oracle_advantage,200,3,0,2.11017971938,1745
5,0|2|1|3|0,0,32,0.35,oracle_advantage,200,4,0,0,1090
5,0|2|1|3|0,0,32,0.35,batch_centered_broadcast,200,0,0.0104976757812,1.1918314256,6400
5,0|2|1|3|0,0,32,0.35,batch_centered_broadcast,200,1,0.50470783441,1.12714438876,4111
5,0|2|1|3|0,0,32,0.35,batch_centered_broadcast,200,2,0.180497131009,1.41400064206,2676
5,0|2|1|3|0,0,32,0.35,batch_centered_broadcast,200,3,0.144241611979,2.1443186571,1745
5,0|2|1|3|0,0,32,0.35,batch_centered_broadcast,200,4,-0.905652559929,0.0355744028035,1090
5,0|2|1|3|0,0,32,0.35,turn_loo,200,0,0.0104976757812,1.1918314256,6400
5,0|2|1|3|0,0,32,0.35,turn_loo,200,1,0.000906075164194,1.14747978128,4111
5,0|2|1|3|0,0,32,0.35,turn_loo,200,2,-0.000104633781764,1.4975825328,2676
5,0|2|1|3|0,0,32,0.35,turn_loo,200,3,-0.0760744985673,2.39851330952,1745
5,0|2|1|3|0,0,32,0.35,turn_loo,200,4,0,0,1090
5,0|2|1|3|0,0,32,0.5,oracle_advantage,200,0,0,0.660156185532,6400
5,0|2|1|3|0,0,32,0.5,oracle_advantage,200,1,0,0.140614994963,3201
5,0|2|1|3|0,0,32,0.5,oracle_advantage,200,2,0,0.0624987840317,1587
5,0|2|1|3|0,0,32,0.5,oracle_advantage,200,3,0,2.24778616172,797
5,0|2|1|3|0,0,32,0.5,oracle_advantage,200,4,0,0,386
5,0|2|1|3|0,0,32,0.5,batch_centered_broadcast,200,0,-0.00025390625,1.06896462019,6400
5,0|2|1|3|0,0,32,0.5,batch_centered_broadcast,200,1,0.818092380405,0.75250120129,3201
5,0|2|1|3|0,0,32,0.5,batch_centered_broadcast,200,2,0.459392849157,1.2242778157,1587
5,0|2|1|3|0,0,32,0.5,batch_centered_broadcast,200,3,0.679989476667,2.26064192701,797
5,0|2|1|3|0,0,32,0.5,batch_centered_broadcast,200,4,-0.81330436236,0.0344108854412,386
5,0|2|1|3|0,0,32,0.5,turn_loo,200,0,-0.00025390625,1.06896462019,6400
5,0|2|1|3|0,0,32,0.5,turn_loo,200,1,-0.00316307403936,0.768532807567,3201
5,0|2|1|3|0,0,32,0.5,turn_loo,200,2,-0.00110270951481,1.35097984228,1587
5,0|2|1|3|0,0,32,0.5,turn_loo,200,3,-0.0244667503137,2.81926645331,797
5,0|2|1|3|0,0,32,0.5,turn_loo,200,4,0,0,386
5,0|2|1|3|0,0,32,0.65,oracle_advantage,200,0,0,0.705663519608,6400
5,0|2|1|3|0,0,32,0.65,oracle_advantage,200,1,0,0.100924244222,2212
5,0|2|1|3|0,0,32,0.65,oracle_advantage,200,2,0,0.205512435215,767
5,0|2|1|3|0,0,32,0.65,oracle_advantage,200,3,0,2.12658752643,269
5,0|2|1|3|0,0,32,0.65,oracle_advantage,200,4,0,0,103
5,0|2|1|3|0,0,32,0.65,batch_centered_broadcast,200,0,0.007727890625,0.876077003122,6400
5,0|2|1|3|0,0,32,0.65,batch_centered_broadcast,200,1,1.15318226098,0.44755317861,2212
5,0|2|1|3|0,0,32,0.65,batch_centered_broadcast,200,2,0.70100527821,0.932699848874,767
5,0|2|1|3|0,0,32,0.65,batch_centered_broadcast,200,3,1.35028780429,2.15037449316,269
5,0|2|1|3|0,0,32,0.65,batch_centered_broadcast,200,4,-0.599436266834,0.0235903998029,103
5,0|2|1|3|0,0,32,0.65,turn_loo,200,0,0.007727890625,0.876077003122,6400
5,0|2|1|3|0,0,32,0.65,turn_loo,200,1,-0.00217269439421,0.462226753393,2212
5,0|2|1|3|0,0,32,0.65,turn_loo,200,2,0.0384322033898,1.26780976016,767
5,0|2|1|3|0,0,32,0.65,turn_loo,200,3,0.578252788104,3.9123328865,269
5,0|2|1|3|0,0,32,0.65,turn_loo,200,4,0,0,103
5,0|2|1|3|0,0,32,0.8,oracle_advantage,200,0,0,0.5505115356,6400
5,0|2|1|3|0,0,32,0.8,oracle_advantage,200,1,0,0.0832841102956,1278
5,0|2|1|3|0,0,32,0.8,oracle_advantage,200,2,0,0.278113521779,257
5,0|2|1|3|0,0,32,0.8,oracle_advantage,200,3,0,0.906508264463,44
5,0|2|1|3|0,0,32,0.8,oracle_advantage,200,4,0,0,5
5,0|2|1|3|0,0,32,0.8,batch_centered_broadcast,200,0,0.00058,0.60912591051,6400
5,0|2|1|3|0,0,32,0.8,batch_centered_broadcast,200,1,1.48940501792,0.209930924432,1278
5,0|2|1|3|0,0,32,0.8,batch_centered_broadcast,200,2,0.956214384335,0.563628626929,257
5,0|2|1|3|0,0,32,0.8,batch_centered_broadcast,200,3,2.04662756598,0.874159901446,44
5,0|2|1|3|0,0,32,0.8,batch_centered_broadcast,200,4,-0.277419354839,0.00482830385016,5
5,0|2|1|3|0,0,32,0.8,turn_loo,200,0,0.00058,0.60912591051,6400
5,0|2|1|3|0,0,32,0.8,turn_loo,200,1,0.00235367762128,0.229656758532,1278
5,0|2|1|3|0,0,32,0.8,turn_loo,200,2,0.460544747082,1.12171771463,257
5,0|2|1|3|0,0,32,0.8,turn_loo,200,3,1.99090909091,1.6875,44
5,0|2|1|3|0,0,32,0.8,turn_loo,200,4,0,0,5
5,0|2|1|3|0,0,128,0.2,oracle_advantage,200,0,0,0.142998936094,25600
5,0|2|1|3|0,0,128,0.2,oracle_advantage,200,1,0,0.278784,20460
5,0|2|1|3|0,0,128,0.2,oracle_advantage,200,2,0,0.0258010528136,16368
5,0|2|1|3|0,0,128,0.2,oracle_advantage,200,3,0,1.41709918763,13060
5,0|2|1|3|0,0,128,0.2,oracle_advantage,200,4,0,0,10503
5,0|2|1|3|0,0,128,0.2,batch_centered_broadcast,200,0,0.0007375,1.11643220286,25600
5,0|2|1|3|0,0,128,0.2,batch_centered_broadcast,200,1,0.188232464344,1.218428838,20460
5,0|2|1|3|0,0,128,0.2,batch_centered_broadcast,200,2,-0.0788236312836,1.16663682054,16368
5,0|2|1|3|0,0,128,0.2,batch_centered_broadcast,200,3,-0.148378772715,1.42582510499,13060
5,0|2|1|3|0,0,128,0.2,batch_centered_broadcast,200,4,-0.748488808222,0.00823603774844,10503
5,0|2|1|3|0,0,128,0.2,turn_loo,200,0,0.0007375,1.11643220286,25600
5,0|2|1|3|0,0,128,0.2,turn_loo,200,1,4.94391103488e-17,1.22182400171,20460
5,0|2|1|3|0,0,128,0.2,turn_loo,200,2,-0.000840664711632,1.1721906212,16368
5,0|2|1|3|0,0,128,0.2,turn_loo,200,3,0.0126339969372,1.43901212493,13060
5,0|2|1|3|0,0,128,0.2,turn_loo,200,4,0,0,10503
5,0|2|1|3|0,0,128,0.35,oracle_advantage,200,0,0,0.430085012859,25600
5,0|2|1|3|0,0,128,0.35,oracle_advantage,200,1,0,0.212603096709,16530
5,0|2|1|3|0,0,128,0.35,oracle_advantage,200,2,0,0.000571587188962,10765
5,0|2|1|3|0,0,128,0.35,oracle_advantage,200,3,0,2.04100538636,6956
5,0|2|1|3|0,0,128,0.35,oracle_advantage,200,4,0,0,4538
5,0|2|1|3|0,0,128,0.35,batch_centered_broadcast,200,0,0.00589155273438,1.13049445099,25600
5,0|2|1|3|0,0,128,0.35,batch_centered_broadcast,200,1,0.485996773345,1.08316012242,16530
5,0|2|1|3|0,0,128,0.35,batch_centered_broadcast,200,2,0.145578180601,1.32866347155,10765
5,0|2|1|3|0,0,128,0.35,batch_centered_broadcast,200,3,0.168833568029,2.0508879262,6956
5,0|2|1|3|0,0,128,0.35,batch_centered_broadcast,200,4,-0.881669402387,0.00741683582068,4538
5,0|2|1|3|0,0,128,0.35,turn_loo,200,0,0.00589155273438,1.13049445099,25600
5,0|2|1|3|0,0,128,0.35,turn_loo,200,1,0.00119986388385,1.08712736884,16530
5,0|2|1|3|0,0,128,0.35,turn_loo,200,2,0.000191593125871,1.34392819158,10765
5,0|2|1|3|0,0,128,0.35,turn_loo,200,3,0.00715928694652,2.09924338835,6956
5,0|2|1|3|0,0,128,0.35,turn_loo,200,4,0,0,4538
5,0|2|1|3|0,0,128,0.5,oracle_advantage,200,0,0,0.660089198851,25600
5,0|2|1|3|0,0,128,0.5,oracle_advantage,200,1,0,0.140624894019,12671
5,0|2|1|3|0,0,128,0.5,oracle_advantage,200,2,0,0.0624979784821,6330
5,0|2|1|3|0,0,128,0.5,oracle_advantage,200,3,0,2.24891834886,3147
5,0|2|1|3|0,0,128,0.5,oracle_advantage,200,4,0,0,1608
5,0|2|1|3|0,0,128,0.5,batch_centered_broadcast,200,0,0.0081884765625,1.02397048794,25600
5,0|2|1|3|0,0,128,0.5,batch_centered_broadcast,200,1,0.815515325155,0.742716065079,12671
5,0|2|1|3|0,0,128,0.5,batch_centered_broadcast,200,2,0.433098232389,1.18373808717,6330
5,0|2|1|3|0,0,128,0.5,batch_centered_broadcast,200,3,0.700225686756,2.26215270256,3147
5,0|2|1|3|0,0,128,0.5,batch_centered_broadcast,200,4,-0.801430837936,0.00813221011559,1608
5,0|2|1|3|0,0,128,0.5,turn_loo,200,0,0.0081884765625,1.02397048794,25600
5,0|2|1|3|0,0,128,0.5,turn_loo,200,1,-0.000325546523558,0.744553593057,12671
5,0|2|1|3|0,0,128,0.5,turn_loo,200,2,0.00142180094787,1.21190408464,6330
5,0|2|1|3|0,0,128,0.5,turn_loo,200,3,0.032888465205,2.40106590393,3147
5,0|2|1|3|0,0,128,0.5,turn_loo,200,4,0,0,1608
5,0|2|1|3|0,0,128,0.65,oracle_advantage,200,0,0,0.706750782206,25600
5,0|2|1|3|0,0,128,0.65,oracle_advantage,200,1,0,0.100155946059,8877
5,0|2|1|3|0,0,128,0.65,oracle_advantage,200,2,0,0.208314381143,3029
5,0|2|1|3|0,0,128,0.65,oracle_advantage,200,3,0,2.08447363483,1095
5,0|2|1|3|0,0,128,0.65,oracle_advantage,200,4,0,0,399
5,0|2|1|3|0,0,128,0.65,batch_centered_broadcast,200,0,0.00572691894531,0.863941347883,25600
5,0|2|1|3|0,0,128,0.65,batch_centered_broadcast,200,1,1.15062191475,0.431747740611,8877
5,0|2|1|3|0,0,128,0.65,batch_centered_broadcast,200,2,0.702114071846,0.954114720203,3029
5,0|2|1|3|0,0,128,0.65,batch_centered_broadcast,200,3,1.33598497106,2.10117460449,1095
5,0|2|1|3|0,0,128,0.65,batch_centered_broadcast,200,4,-0.618554259665,0.00643037334843,399
5,0|2|1|3|0,0,128,0.65,turn_loo,200,0,0.00572691894531,0.863941347883,25600
5,0|2|1|3|0,0,128,0.65,turn_loo,200,1,-0.00586139743156,0.433882309092,8877
5,0|2|1|3|0,0,128,0.65,turn_loo,200,2,-0.0109301749752,1.01644747077,3029
5,0|2|1|3|0,0,128,0.65,turn_loo,200,3,0.0431506849315,2.6768227349,1095
5,0|2|1|3|0,0,128,0.65,turn_loo,200,4,0,0,399
5,0|2|1|3|0,0,128,0.8,oracle_advantage,200,0,0,0.5492170684,25600
5,0|2|1|3|0,0,128,0.8,oracle_advantage,200,1,0,0.0828707279265,5096
5,0|2|1|3|0,0,128,0.8,oracle_advantage,200,2,0,0.328740162343,1018
5,0|2|1|3|0,0,128,0.8,oracle_advantage,200,3,0,1.35318227187,217
